CN,PLT_CN,PREV_SBP_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,SUBP_STATUS_CD,POINT_NONSAMPLE_REASN_CD,MICRCOND,SUBPCOND,MACRCOND,CONDLIST,SLOPE,ASPECT,WATERDEP,P2A_GRM_FLG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,ROOT_DIS_SEV_CD_PNWRS,NF_SUBP_STATUS_CD,NF_SUBP_NONSAMPLE_REASN_CD,P2VEG_SUBP_STATUS_CD,P2VEG_SUBP_NONSAMPLE_REASN_CD,INVASIVE_SUBP_STATUS_CD,INVASIVE_NONSAMPLE_REASN_CD,CROWN_CLOSURE_ME_NERS,GROUND_TRAN_PTS_BARE_RMRS,GROUND_TRAN_PTS_CRYP_RMRS,GROUND_TRAN_PTS_DEV_RMRS,GROUND_TRAN_PTS_LICHEN_RMRS,GROUND_TRAN_PTS_LITTER_RMRS,GROUND_TRAN_PTS_MOSS_RMRS,GROUND_TRAN_PTS_NOTSAMP_RMRS,GROUND_TRAN_PTS_OTHER_RMRS,GROUND_TRAN_PTS_PEIS_RMRS,GROUND_TRAN_PTS_ROAD_RMRS,GROUND_TRAN_PTS_ROCK_RMRS,GROUND_TRAN_PTS_TRIS_RMRS,GROUND_TRAN_PTS_VEG_RMRS,GROUND_TRAN_PTS_WATER_RMRS,GROUND_TRAN_PTS_WOOD_RMRS,PREV_STATUSCD_RMRS,ROOTSEVCD_RMRS
194664126020004,247064112010661,,2012,44,1,7,34,1,1,,1,1,,1000,6,110,0.0,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664127020004,247064112010661,,2012,44,1,7,34,2,1,,1,1,,1000,5,125,0.0,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664128020004,247064112010661,,2012,44,1,7,34,3,1,,1,1,,1000,7,92,0.0,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664129020004,247064112010661,,2012,44,1,7,34,4,1,,1,1,,1000,30,85,0.0,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671615020004,247064097010661,,2012,44,1,7,70,1,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671616020004,247064097010661,,2012,44,1,7,70,2,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671617020004,247064097010661,,2012,44,1,7,70,3,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671618020004,247064097010661,,2012,44,1,7,70,4,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663728020004,247064098010661,,2012,44,1,7,76,1,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663729020004,247064098010661,,2012,44,1,7,76,2,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663730020004,247064098010661,,2012,44,1,7,76,3,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663731020004,247064098010661,,2012,44,1,7,76,4,1,,2,2,,2000,0,0,1.0,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663355020004,247064076010661,,2012,44,1,7,82,1,3,2,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663356020004,247064076010661,,2012,44,1,7,82,2,3,2,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663357020004,247064076010661,,2012,44,1,7,82,3,3,2,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663358020004,247064076010661,,2012,44,1,7,82,4,3,2,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663985020004,247064105010661,,2012,44,1,7,83,1,1,,1,1,,1000,17,65,0.5,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663986020004,247064105010661,,2012,44,1,7,83,2,1,,1,1,,1000,10,65,0.4,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663987020004,247064105010661,,2012,44,1,7,83,3,1,,1,1,,1000,20,77,0.5,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663988020004,247064105010661,,2012,44,1,7,83,4,1,,1,1,,1000,15,62,0.4,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663279020004,247064073010661,,2012,44,1,7,108,1,3,2,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663280020004,247064073010661,,2012,44,1,7,108,2,3,2,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663281020004,247064073010661,,2012,44,1,7,108,3,3,2,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663282020004,247064073010661,,2012,44,1,7,108,4,3,2,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663290020004,247064074010661,,2012,44,1,7,126,1,1,,1,1,,1000,8,203,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663291020004,247064074010661,,2012,44,1,7,126,2,2,,2,2,,2000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663292020004,247064074010661,,2012,44,1,7,126,3,1,,1,1,,1000,0,0,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663293020004,247064074010661,,2012,44,1,7,126,4,2,,2,2,,2000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663650020004,247064093010661,,2012,44,1,7,134,1,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663651020004,247064093010661,,2012,44,1,7,134,2,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663652020004,247064093010661,,2012,44,1,7,134,3,1,,2,2,,2000,0,0,1.0,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663653020004,247064093010661,,2012,44,1,7,134,4,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663267020004,247064072010661,,2012,44,1,7,177,1,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663268020004,247064072010661,,2012,44,1,7,177,2,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663269020004,247064072010661,,2012,44,1,7,177,3,1,,2,2,,2000,11,114,1.0,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663270020004,247064072010661,,2012,44,1,7,177,4,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663834020004,247064101010661,,2012,44,1,7,214,1,3,2,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663835020004,247064101010661,,2012,44,1,7,214,2,3,2,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663836020004,247064101010661,,2012,44,1,7,214,3,3,2,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663837020004,247064101010661,,2012,44,1,7,214,4,3,2,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663321020004,247064075010661,,2012,44,1,7,219,1,1,,1,1,,1000,20,12,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663322020004,247064075010661,,2012,44,1,7,219,2,1,,1,1,,1000,20,13,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663323020004,247064075010661,,2012,44,1,7,219,3,1,,1,1,,1000,30,20,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663324020004,247064075010661,,2012,44,1,7,219,4,1,,1,1,,1000,20,335,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663929020004,247064103010661,,2012,44,1,7,246,1,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663930020004,247064103010661,,2012,44,1,7,246,2,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663931020004,247064103010661,,2012,44,1,7,246,3,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663932020004,247064103010661,,2012,44,1,7,246,4,2,,1,1,,1000,,,,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671561020004,247064070010661,,2012,44,1,7,293,1,2,,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671562020004,247064070010661,,2012,44,1,7,293,2,2,,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671563020004,247064070010661,,2012,44,1,7,293,3,2,,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671564020004,247064070010661,,2012,44,1,7,293,4,2,,1,1,,1000,,,,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663938020004,247064104010661,,2012,44,1,7,298,1,1,,1,1,,1000,0,0,0.1,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663939020004,247064104010661,,2012,44,1,7,298,2,1,,1,1,,1000,0,0,0.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663940020004,247064104010661,,2012,44,1,7,298,3,1,,1,1,,1000,0,0,0.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663941020004,247064104010661,,2012,44,1,7,298,4,1,,1,1,,1000,0,0,0.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671642020004,247064117010661,,2012,44,1,7,339,1,2,,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671643020004,247064117010661,,2012,44,1,7,339,2,2,,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671644020004,247064117010661,,2012,44,1,7,339,3,2,,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671645020004,247064117010661,,2012,44,1,7,339,4,2,,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663667020004,247064094010661,,2012,44,1,7,341,1,1,,1,1,,1000,0,0,0.2,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663668020004,247064094010661,,2012,44,1,7,341,2,1,,1,1,,1000,4,0,0.2,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663669020004,247064094010661,,2012,44,1,7,341,3,1,,1,1,,1000,0,0,0.2,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663670020004,247064094010661,,2012,44,1,7,341,4,1,,1,1,,1000,6,312,0.0,,2013-04-16 13:36:32,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671572020004,247064082010661,,2012,44,1,9,3,1,2,,1,1,,1000,,,,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671573020004,247064082010661,,2012,44,1,9,3,2,2,,1,1,,1000,,,,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671574020004,247064082010661,,2012,44,1,9,3,3,2,,1,1,,1000,,,,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671575020004,247064082010661,,2012,44,1,9,3,4,2,,1,1,,1000,,,,,2013-04-16 13:36:36,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663411020004,247064079010661,,2012,44,1,9,12,1,1,,1,1,,1000,0,0,0.2,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663412020004,247064079010661,,2012,44,1,9,12,2,1,,1,1,,1000,10,218,0.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663413020004,247064079010661,,2012,44,1,9,12,3,1,,1,1,,1000,10,168,0.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663414020004,247064079010661,,2012,44,1,9,12,4,1,,1,1,,1000,0,0,0.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663469020004,247064081010661,,2012,44,1,9,36,1,2,,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663470020004,247064081010661,,2012,44,1,9,36,2,2,,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663471020004,247064081010661,,2012,44,1,9,36,3,1,,2,2,,2000,10,80,0.0,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663472020004,247064081010661,,2012,44,1,9,36,4,1,,2,2,,2000,10,95,0.0,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664051020004,247064106010661,,2012,44,1,9,59,4,1,,1,1,,1000,0,0,1.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664048020004,247064106010661,,2012,44,1,9,59,1,1,,1,1,,1000,0,0,1.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664049020004,247064106010661,,2012,44,1,9,59,2,1,,1,1,,1000,0,0,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664050020004,247064106010661,,2012,44,1,9,59,3,1,,2,2,,2000,0,0,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664075020004,247064109010661,,2012,44,1,9,105,1,3,2,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664076020004,247064109010661,,2012,44,1,9,105,2,3,2,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664077020004,247064109010661,,2012,44,1,9,105,3,3,2,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664078020004,247064109010661,,2012,44,1,9,105,4,3,2,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664167020004,247064113010661,,2012,44,1,9,109,1,1,,1,1,,1000,0,0,1.0,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664168020004,247064113010661,,2012,44,1,9,109,2,1,,1,1,,1000,0,0,1.3,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664169020004,247064113010661,,2012,44,1,9,109,3,1,,2,2,,2000,22,317,0.6,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664170020004,247064113010661,,2012,44,1,9,109,4,1,,1,1,,1000,0,0,1.2,,2013-04-16 13:36:35,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663719020004,247064096010661,,2012,44,1,9,121,1,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663720020004,247064096010661,,2012,44,1,9,121,2,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663721020004,247064096010661,,2012,44,1,9,121,3,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663722020004,247064096010661,,2012,44,1,9,121,4,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664064020004,247064107010661,,2012,44,1,9,148,1,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664065020004,247064107010661,,2012,44,1,9,148,2,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664066020004,247064107010661,,2012,44,1,9,148,3,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664067020004,247064107010661,,2012,44,1,9,148,4,1,,2,2,,1200,10,245,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663183020004,247064069010661,,2012,44,1,9,154,1,1,,1,1,,1000,10,179,0.0,,2013-04-16 13:36:30,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663184020004,247064069010661,,2012,44,1,9,154,2,1,,1,1,,1000,9,220,0.0,,2013-04-16 13:36:30,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663185020004,247064069010661,,2012,44,1,9,154,3,1,,1,1,,1000,9,230,0.0,,2013-04-16 13:36:30,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663186020004,247064069010661,,2012,44,1,9,154,4,1,,1,1,,1000,6,105,0.0,,2013-04-16 13:36:30,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663230020004,247064071010661,,2012,44,1,9,188,1,1,,1,1,,1000,0,0,2.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663231020004,247064071010661,,2012,44,1,9,188,2,1,,1,1,,1000,30,36,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663232020004,247064071010661,,2012,44,1,9,188,3,1,,1,1,,1000,15,42,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194663233020004,247064071010661,,2012,44,1,9,188,4,1,,1,1,,1000,15,50,0.0,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664070020004,247064108010661,,2012,44,1,9,207,1,3,2,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664071020004,247064108010661,,2012,44,1,9,207,2,3,2,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664072020004,247064108010661,,2012,44,1,9,207,3,3,2,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194664073020004,247064108010661,,2012,44,1,9,207,4,3,2,1,1,,1000,,,,,2013-04-16 13:36:33,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671578020004,247064083010661,,2012,44,1,9,239,1,2,,1,1,,1000,,,,,2013-04-16 13:36:34,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671579020004,247064083010661,,2012,44,1,9,239,2,2,,1,1,,1000,,,,,2013-04-16 13:36:34,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671580020004,247064083010661,,2012,44,1,9,239,3,2,,1,1,,1000,,,,,2013-04-16 13:36:34,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671581020004,247064083010661,,2012,44,1,9,239,4,2,,1,1,,1000,,,,,2013-04-16 13:36:34,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194663495020004,247064085010661,,2012,44,1,9,272,1,3,2,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,2,10,3,10,,,,,,,,,,,,,,,,,,
194663496020004,247064085010661,,2012,44,1,9,272,2,3,2,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,2,10,3,10,,,,,,,,,,,,,,,,,,
194663497020004,247064085010661,,2012,44,1,9,272,3,3,2,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,2,10,3,10,,,,,,,,,,,,,,,,,,
194663498020004,247064085010661,,2012,44,1,9,272,4,3,2,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,2,10,3,10,,,,,,,,,,,,,,,,,,
194671600020004,247064089010661,,2012,44,1,9,286,1,2,,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671601020004,247064089010661,,2012,44,1,9,286,2,2,,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671602020004,247064089010661,,2012,44,1,9,286,3,2,,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671603020004,247064089010661,,2012,44,1,9,286,4,2,,1,1,,1000,,,,,2013-04-16 13:36:36,2019-07-18 09:41:52,6,5,,,,1,,2,,,,,,,,,,,,,,,,,,,
194671584020004,247064084010661,,2012,44,1,9,309,1,2,,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671585020004,247064084010661,,2012,44,1,9,309,2,2,,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671586020004,247064084010661,,2012,44,1,9,309,3,2,,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671587020004,247064084010661,,2012,44,1,9,309,4,2,,1,1,,1000,,,,,2013-04-16 13:36:31,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671632020004,247064115010661,,2012,44,1,9,359,1,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671633020004,247064115010661,,2012,44,1,9,359,2,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671634020004,247064115010661,,2012,44,1,9,359,3,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
194671635020004,247064115010661,,2012,44,1,9,359,4,2,,1,1,,1000,,,,,2013-04-16 13:36:34,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
251774035489998,14527735020004,,2013,44,1,1,228,1,1,,1,1,,1200,0,0,0.0,,2014-04-22 07:26:05,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774036489998,14527735020004,,2013,44,1,1,228,2,2,,2,2,,2000,,,,,2014-04-22 07:26:05,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774037489998,14527735020004,,2013,44,1,1,228,3,1,,1,1,,1200,0,0,0.0,,2014-04-22 07:26:05,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774038489998,14527735020004,,2013,44,1,1,228,4,1,,1,1,,1000,0,0,0.0,,2014-04-22 07:26:05,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775391489998,14527757020004,,2013,44,1,1,356,1,2,,1,1,,1000,,,,,2014-04-22 07:26:06,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775392489998,14527757020004,,2013,44,1,1,356,2,2,,1,1,,1000,,,,,2014-04-22 07:26:06,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775393489998,14527757020004,,2013,44,1,1,356,3,2,,1,1,,1000,,,,,2014-04-22 07:26:06,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775394489998,14527757020004,,2013,44,1,1,356,4,2,,1,1,,1000,,,,,2014-04-22 07:26:06,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774687489998,14527760020004,,2013,44,1,3,58,1,3,2,1,1,,1000,,,,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774572489998,14527754020004,,2013,44,1,3,84,1,1,,1,1,,1000,0,0,0.0,,2014-04-22 07:26:08,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774688489998,14527760020004,,2013,44,1,3,58,2,3,2,1,1,,1000,,,,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774689489998,14527760020004,,2013,44,1,3,58,3,3,2,1,1,,1000,,,,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774690489998,14527760020004,,2013,44,1,3,58,4,3,2,1,1,,1000,,,,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774573489998,14527754020004,,2013,44,1,3,84,2,1,,1,1,,1000,0,0,0.2,,2014-04-22 07:26:08,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774574489998,14527754020004,,2013,44,1,3,84,3,1,,1,1,,1000,0,0,0.2,,2014-04-22 07:26:08,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774575489998,14527754020004,,2013,44,1,3,84,4,1,,1,1,,1000,0,0,0.0,,2014-04-22 07:26:08,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775194489998,14527776020004,,2013,44,1,3,111,1,1,,1,1,,1000,8,285,1.0,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775195489998,14527776020004,,2013,44,1,3,111,2,1,,1,1,,1000,7,295,1.0,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775196489998,14527776020004,,2013,44,1,3,111,3,2,,2,2,,2000,,,,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251775197489998,14527776020004,,2013,44,1,3,111,4,1,,1,1,,1000,5,270,1.0,,2014-04-22 07:26:10,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774477489998,14527747020004,,2013,44,1,3,144,1,2,,1,1,,1200,,,,,2014-04-22 07:26:11,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774478489998,14527747020004,,2013,44,1,3,144,2,2,,1,1,,1000,,,,,2014-04-22 07:26:11,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
251774479489998,14527747020004,,2013,44,1,3,144,3,2,,2,2,,1200,,,,,2014-04-22 07:26:11,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
